OBJECTID,ERC_ID,OBJECTID_1,ERC_ID_1,INCIDENT_TYPE,INCIDENT_STATUS,COMMS_COMMENT,ROAD_CLOSURE_TYPE,DECLARED_ROAD_NUMBER,DECLARED_ROAD_NAME,DECLARED_ROAD_DIRECTION,CLOSED_ROAD_NAME,CLOSED_ROAD_SRNS,CLOSED_ROAD_RMA_CLASS,CLOSED_ROAD_LGA,CLOSED_ROAD_VR_REGION,CLOSED_ROAD_SES_REGION,CLOSED_ROAD_TRAM,CLOSED_ROAD_BUS,INCIDENT_DISTANCE,INCIDENT_DIRECTION,INCIDENT_INT_ROAD_NAME,INCIDENT_LOCALITY,INCIDENT_MELWAY,INCIDENT_VCSD,START_INT_ROAD_NAME,START_INT_LOCALITY,END_INT_ROAD_NAME,END_INT_LOCALITY,DT_CREATED,DT_UPDATED,DT_PUBLISH_UNTIL,DT_LAST_LN_UPDATE,POINT_TYPE
790,ERC005062,2363,ERC005062,Flood,inactive,,Road Closed,,,forward,BOALS ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,South,,KATUNGA,,22G9,KATUNGA-PICOLA ROAD,KATUNGA,ORAMS ROAD,KATUNGA,04/07/2012 09:47:23,10/12/2012 10:32:00,20/07/2012 12:10:27,20/07/2012 11:55:30,MIDPOINT
791,ERC005178,2337,ERC005178,Road Damage,inactive,Moira Shire have advised that the Yambuna Bridge Road between Taylors Rd ,Road Closed,,,forward,YAMBUNA BRIDGE ROAD,,MU,MOIRA,NORTH EASTERN,LODDON MALLEE (NORTH WEST),,,0,South,,KOTUPNA,,32B3,TAYLORS ROAD,KOTUPNA,HUTCHINS LANE,KOTUPNA,10/07/2012 12:36:28,10/12/2012 10:32:00,05/11/2012 11:54:16,05/11/2012 11:39:21,MIDPOINT
792,ERC005246,2531,ERC005246,Vehicle Collision,inactive,Road now open in both directions between Forest Drive and Uralla Road after an earlier crash.VicRoads advises drivers to allow extra time if travelling through the area.,Road Closed,2660,NEPEAN HIGHWAY,reverse,NEPEAN HIGHWAY,B110,AH,MORNINGTON PENINSULA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,788,0,South,,MOUNT MARTHA,151C5,95B6,FOREST DRIVE,MOUNT MARTHA,URALLA ROAD,MOUNT MARTHA,13/07/2012 07:24:54,10/12/2012 10:32:00,13/07/2012 09:10:36,13/07/2012 08:40:42,MIDPOINT
793,ERC005266,3614,ERC005266,Vehicle Collision,inactive,"Due to a collision highway is closed between Batesworth Lane and Cemetery Lane, local detours in place. ",Road Closed,2780,HAMILTON HIGHWAY,forward,HAMILTON HIGHWAY,B140,AH,SOUTHERN GRAMPIANS,SOUTH WESTERN,BARWON (SOUTH WEST),,,0,SouthEast,,PENSHURST,,73F7,KRUMNOW LANE,PENSHURST,CEMETERY LANE,PENSHURST,14/07/2012 20:22:16,10/12/2012 10:32:01,15/07/2012 01:54:46,15/07/2012 01:54:50,MIDPOINT
794,ERC005268,3671,ERC005268,Vehicle Collision,inactive,"Fitzgerald Road, Derrimut is closed from the Western Ring Road to Swann Drive due to a truck rolling onto a power pole.  The road is expected to be closed for the next 4 hours while the truck is removed and repairs are undertaken.  Alternate route is Boundary Rd and Western Ring Road. ",Road Closed,5137,FITZGERALD ROAD,forward,FITZGERALD ROAD,,AO,BRIMBANK,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,South,,DERRIMUT,39H6,78E6,WESTERN RING OUT-FITZGERALD RAMP OF,DERRIMUT,SWANN DRIVE,DERRIMUT,15/07/2012 14:25:26,10/12/2012 10:32:01,15/07/2012 19:18:46,15/07/2012 14:26:15,MIDPOINT
795,ERC005084,2553,ERC005084,Road Damage,inactive,Traffic has been reduced to one lane in both directions 1.5km west of the Bass Highway due to a land slip.The speed limit has been reduced to 40km/h,Traffic Alert,4971,PHILLIP ISLAND ROAD,forward,PHILLIP ISLAND ROAD,B420,AH,BASS COAST,EASTERN,GIPPSLAND (EAST),,,840,East,,ANDERSON,,95H10,CLIFFORD ROAD,ANDERSON,CLIFFORD ROAD,ANDERSON,04/07/2012 18:29:44,10/12/2012 10:32:00,06/07/2012 16:12:26,06/07/2012 15:43:08,MIDPOINT
796,ERC005138,2400,ERC005138,Vehicle Collision,inactive,Little river road has been closed due to a collision.Drivers advised to take care driving in area,Road Closed,,,forward,LITTLE RIVER ROAD,,MU,WYNDHAM,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,LITTLE RIVER,200J6,78A9,OLD MELBOURNE ROAD,LITTLE RIVER,MCLEANS ROAD,LITTLE RIVER,08/07/2012 08:29:49,10/12/2012 10:32:00,08/07/2012 12:53:36,08/07/2012 08:28:07,MIDPOINT
797,ERC005260,3727,ERC005260,Flood,inactive,Wangaratta Police have advised road is closed due to flooding,Road Closed,,,forward,ACKERLY AVENUE,,MU,BENALLA,NORTH EASTERN,HUME (NORTH EAST),,,0,SouthWest,,BENALLA,,47H2,ARUNDEL STREET N,BENALLA,NUNN STREET,BENALLA,14/07/2012 02:38:54,10/12/2012 10:32:01,20/07/2012 14:26:09,20/07/2012 14:11:19,MIDPOINT
798,ERC005291,3729,ERC005291,Vehicle Collision,inactive,Reynolds Pde has been closed in both directions between Bell St and Reynard St due to a collision. VicRoads advises motorists to seek an alternate route. ,Road Closed,,,forward,REYNOLDS PARADE,,MU,MORELAND,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"512, 513, 903",0,North,,PASCOE VALE SOUTH,17B12,78H5,BELL STREET,PASCOE VALE SOUTH,COONANS ROAD,PASCOE VALE SOUTH,16/07/2012 20:16:06,10/12/2012 10:32:01,17/07/2012 00:14:48,16/07/2012 20:16:43,MIDPOINT
799,ERC005338,3699,ERC005338,Vehicle Collision,inactive,UPDATE: Right-hand lane closed southbound near McKoy Street following a truck crash overnight. The speed limit has been reduced to 40km/h past the scene.All northbound lanes are now open.VicRoads advises drivers to allow extra time if travelling through the area. ,1 lane closed southbound,2550,HUME FREEWAY,forward,HUME FREEWAY,M31,FW,WODONGA,NORTH EASTERN,HUME (NORTH EAST),,,383,SouthEast,,WEST WODONGA,,35F3,GREENHILL ROAD,WEST WODONGA,GREENHILL ROAD,WEST WODONGA,19/07/2012 03:59:58,10/12/2012 10:32:01,19/07/2012 18:11:50,19/07/2012 17:41:55,MIDPOINT
800,ERC005341,3770,ERC005341,Vehicle Collision,inactive,Road now open in both directions between Clarke Street and Westgarth Street after an earlier crash.Merri Parade is also now open southbound at St Georges Road.VicRoads advises drivers to allow extra time if travelling through the area.,Road Closed,,HIGH STREET,forward,HIGH STREET,,MU,DAREBIN,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),86,"246, 250, 251",3,South,WESTGARTH STREET,NORTHCOTE,30E10,78H6,CLARKE STREET,NORTHCOTE,HIGH STREET,NORTHCOTE,19/07/2012 07:32:09,10/12/2012 10:32:01,19/07/2012 09:06:44,19/07/2012 08:07:30,INCIDENT
801,ERC005373,3535,ERC005373,Flood,inactive,"Road closed due to flooding, as advised by Moira Shire.",Road Closed,,,forward,RIVER ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,SouthEast,,COBRAM,,23C8,MCCLUSKEY ROAD,COBRAM,PULLAR ROAD,COBRAM,20/07/2012 11:58:00,10/12/2012 10:32:00,10/08/2012 08:23:30,10/08/2012 08:08:31,MIDPOINT
802,ERC005415,2505,ERC005415,Vehicle Collision,inactive,All lanes now open.,Road Closed,5736,NICHOLSON STREET,forward,HOLMES STREET,,AO,MORELAND,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"1, 8","503, 510",0,South,,BRUNSWICK,29K5,78H6,MORELAND ROAD,BRUNSWICK,HOLMES STREET,BRUNSWICK EAST,24/07/2012 09:44:03,10/12/2012 10:32:00,24/07/2012 18:15:32,24/07/2012 18:15:39,MIDPOINT
803,ERC005456,3471,ERC005456,Road Damage,inactive,Moira Shire advises road closed due to emergency road repair works between Hardings Road and Barmah-Shepparton Road. ,Road Closed,,,forward,JAMES BRIDGE ROAD,,MU,MOIRA,NORTH EASTERN,LODDON MALLEE (NORTH WEST),,,0,North,,PICOLA,,32B2,BARMAH-SHEPPARTON ROAD,PICOLA,LINDSAYS ROAD,PICOLA,27/07/2012 08:54:21,10/12/2012 10:32:00,10/08/2012 08:23:43,10/08/2012 08:08:44,MIDPOINT
804,ERC005565,3628,ERC005565,Vehicle Collision,inactive,Road now open both directions between Watsons Road and Lum Road after a crash overnight.View Mount Road and Gallaghers Road are also now both open.Traffic restrications are in place while electrical repair works are carried out.VicRoads advises drivers to allow extra time if travelling through the area.,Road Closed,5303,WAVERLEY ROAD,forward,WAVERLEY ROAD,,AO,MONASH,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"736, 753",0,West,,GLEN WAVERLEY,71D5,79D8,WATSONS ROAD,GLEN WAVERLEY,LUM ROAD,WHEELERS HILL,01/08/2012 03:43:55,10/12/2012 10:32:01,01/08/2012 16:15:16,01/08/2012 15:15:25,MIDPOINT
806,ERC005061,2291,ERC005061,Road Damage,inactive,,Road Closed,,,forward,HOPKINS ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,West,,BOOSEY,,33E3,YOUARANG ROAD,BOOSEY,GRINTER ROAD,BOOSEY,04/07/2012 09:31:17,08/03/2013 11:44:56,08/03/2013 11:59:52,08/03/2013 11:44:56,MIDPOINT
807,ERC005116,2842,ERC005116,Vehicle Collision,inactive,Road now open in both directions in both directions between Derril Road and Stumpy Gully Road after a truck crash.,Traffic Alert,,,forward,GRAYDENS ROAD,,MU,MORNINGTON PENINSULA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,MOOROODUC,153D5,95C6,DERRIL ROAD,MOOROODUC,STUMPY GULLY ROAD,MOOROODUC,06/07/2012 16:16:12,10/12/2012 10:32:00,06/07/2012 18:10:47,06/07/2012 17:56:25,MIDPOINT
808,ERC005434,3783,ERC005434,Vehicle Collision,inactive, Taylors Rd has been closed in both directions between Gourlay Rd and Calder Park Dr due to a collision. Emergency Services advise motorists to seek an alternate route.   ,Road Closed,,,forward,TAYLORS ROAD,,MU,MELTON,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"418, 460",0,West,,CAROLINE SPRINGS,356G7,78D5,GOURLAY ROAD,CAROLINE SPRINGS,CALDER PARK DRIVE,BURNSIDE HEIGHTS,25/07/2012 23:52:56,10/12/2012 10:32:01,26/07/2012 12:09:29,26/07/2012 12:09:31,MIDPOINT
809,ERC005502,3732,ERC005502,Flood,inactive,Closed due to flooding at Hovells Creek.,Road Closed,,,forward,RENNIE STREET,,MU,GEELONG,SOUTH WESTERN,MELBOURNE METROPOLITAN (CENTRAL),,,0,NorthWest,,LARA,423C10,93H2,NASMYTH STREET,LARA,CANTERBURY ROAD E,LARA,29/07/2012 20:10:19,10/12/2012 10:32:01,01/08/2012 10:23:10,01/08/2012 10:08:11,MIDPOINT
810,ERC005744,3797,ERC005744,Road Damage,inactive,Moira Shire advises road closure due to flood recovery works between Picola-Barmah Road and Kennedys Roads..,Road Closed,,,forward,BOALS ROAD,,MU,MOIRA,NORTH EASTERN,LODDON MALLEE (NORTH WEST),,,0,North,,BARMAH,,22B9,KENNEDY ROAD,BARMAH,TRICKEYS LANE,BARMAH,10/08/2012 08:17:09,08/03/2013 11:43:29,08/03/2013 11:58:22,08/03/2013 11:43:29,MIDPOINT
811,ERC005745,3798,ERC005745,Road Damage,inactive,Moira Shire advises road closure due to flood recovery/repair works between Geodetic Road and Bonds Road.,Road Closed,,,forward,G WILLETTS ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,North,,BOOMAHNOOMOONAH,,34C3,GEODETIC ROAD,BOOMAHNOOMOONAH,BONDS ROAD,BOOMAHNOOMOONAH,10/08/2012 08:19:53,25/01/2013 10:19:24,25/01/2013 10:34:19,25/01/2013 10:19:24,MIDPOINT
812,ERC005748,3664,ERC005748,Road Damage,inactive,Moira Shire advises road closure due to flood recovery/repair between O'Dwyer Road and Lawless Road,Road Closed,,,forward,POWERLINE ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,West,,BOOSEY,,33F2,ODWYER ROAD,BOOSEY,LAWLESS ROAD,BURRAMINE,10/08/2012 08:25:55,08/03/2013 11:45:31,08/03/2013 12:00:26,08/03/2013 11:45:31,MIDPOINT
813,ERC005761,3612,ERC005761,Flood,inactive,Road closed by South Gippsland Council until further notice.  ,Road Closed,,,forward,STEWART AND DUNLOPS ROAD,,MU,SOUTH GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,0,West,,MIDDLE TARWIN,,102H5,BRIGHTS ROAD,MIDDLE TARWIN,BUFFALO-TULLAREE ROAD,BUFFALO,10/08/2012 13:04:26,10/12/2012 10:32:01,20/08/2012 10:25:43,20/08/2012 10:11:19,MIDPOINT
814,ERC004841,2629,ERC004841,Vehicle Breakdown,inactive,Road now open after an earlier freight train derailment.,Road Closed,5095,DOCK LINK ROAD,forward,DOCK LINK ROAD,,AO,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"216, 219, 220",0,SouthWest,,WEST MELBOURNE,42G6,78G6,DOCK LINK ROAD,WEST MELBOURNE,DYNON ROAD,WEST MELBOURNE,25/06/2012 03:52:00,10/12/2012 10:32:00,25/06/2012 13:30:08,25/06/2012 12:31:04,MIDPOINT
815,ERC004843,2649,ERC004843,Police Incident,inactive,All lanes now open following an earlier police incident.,Road Closed,5005,COMMERCIAL ROAD,forward,COMMERCIAL ROAD,,AO,STONNINGTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),72,"216, 219, 220",0,West,,PRAHRAN,58C5,78H7,MOORE STREET,PRAHRAN,BALMORAL STREET,PRAHRAN,25/06/2012 05:51:48,10/12/2012 10:32:00,25/06/2012 10:35:18,25/06/2012 09:35:44,MIDPOINT
818,ERC005094,2534,ERC005094,Road Damage,inactive,,Road Closed,,,forward,GUNN ROAD,,MU,BAW BAW,EASTERN,GIPPSLAND (EAST),,,982,NorthEast,,CROSSOVER,,96H2,BLOOMFIELD ROAD,CROSSOVER,OLD TELEGRAPH ROAD,BULN BULN EAST,05/07/2012 14:51:20,12/07/2013 16:09:33,12/07/2013 16:24:31,12/07/2013 16:09:33,MIDPOINT
819,ERC005074,2394,ERC005074,Vehicle Collision,inactive,Road now open outbound (northbound) a Footscray Road.Road remains closed inbound (southbound) between Flemington Road and Footscray Road due to an earlier police incident.CityLink and emergency services are on site.Outbound traffic is heavy approaching the area from the West Gate Freeway..VicRoads advises drivers travelling inbound on the Tullamarine Freeway to seek an alternative route.,Road Closed,2999,WESTERN LINK TOLLWAY,forward,TULLAMARINE FREEWAY,,FW,"MOONEE VALLEY, MELBOURNE",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"57, 59","216, 219, 220, 402",14,SouthWest,RACECOURSE ROAD,NORTH MELBOURNE,43B1,78G7,MT ALEXANDER ROAD,FLEMINGTON,WATERFRONT WAY,WEST MELBOURNE,04/07/2012 17:42:36,10/12/2012 10:32:00,04/07/2012 23:42:54,04/07/2012 18:47:08,INCIDENT
820,ERC005321,3472,ERC005321,Flood,inactive,,Road Closed,,,forward,RAFTERY ROAD,,MU,SHEPPARTON,NORTH EASTERN,HUME (NORTH EAST),,,0,East,,KIALLA,,32G8,SEVEN CREEKS DRIVE,KIALLA,EDGEWATER ROAD,KIALLA,18/07/2012 14:28:45,10/12/2012 10:32:00,20/07/2012 08:47:15,20/07/2012 08:33:39,MIDPOINT
821,ERC005709,3616,ERC005709,Emergency Works,inactive,Road now open.,Traffic Alert,5845,SOUTH ROAD,forward,SOUTH ROAD,,AO,KINGSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"824, 903",0,West,,BENTLEIGH EAST,78F7,79C9,WARRIGAL ROAD,BENTLEIGH EAST,OLD DANDENONG ROAD,HEATHERTON,09/08/2012 16:08:31,10/12/2012 10:32:01,09/08/2012 18:25:15,09/08/2012 18:10:35,MIDPOINT
822,ERC005722,3534,ERC005722,Flood,inactive,Moira Shire advise that the road has been closed. ,Road Closed,,,forward,RENDELLS ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,North,,KATUNGA,,22G8,KATUNGA-PICOLA ROAD,KATUNGA,MURRAY VALLEY HIGHWAY,STRATHMERTON,09/08/2012 18:29:21,10/12/2012 10:32:00,10/08/2012 08:23:57,10/08/2012 08:08:59,MIDPOINT
823,ERC005839,3670,ERC005839,Police Incident,inactive,Road is now open in both directions.,Road Closed,5106,CRAIGIEBURN ROAD,forward,CRAIGIEBURN ROAD,C722,AO,"WHITTLESEA, HUME",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,532,0,South,,CRAIGIEBURN,387C10,78H3,HUME HIGHWAY,CRAIGIEBURN,HUME FREEWAY,WOLLERT,15/08/2012 12:57:20,10/12/2012 10:32:01,15/08/2012 14:34:09,15/08/2012 13:34:42,MIDPOINT
824,ERC006702,4947,ERC006702,Vehicle Collision,inactive,"Kiewa Valley Highway at the 35.3km mark, B Double water tanker has left the road and rolled down embankment.  Speed limit reduced to 80kph whilst recovery is underway.",Traffic Alert,2790,KIEWA VALLEY HIGHWAY,forward,KIEWA VALLEY HIGHWAY,C531,AO,ALPINE,NORTH EASTERN,HUME (NORTH EAST),,,229,South,,KERGUNYAH SOUTH,,36B8,BESLEY LANE,KERGUNYAH,KIRLEY LANE,KERGUNYAH SOUTH,20/09/2012 09:45:01,10/12/2012 10:32:01,20/09/2012 10:02:41,20/09/2012 10:02:42,MIDPOINT
825,ERC006800,4634,ERC006800,Vehicle Collision,inactive,"Left-hand lane closed through collision site (after an earlier truck crash), speed reduced to 40kmh. VicRoads advises motorists to allow extra time when travelling through the area.",1 lane closed northbound,2550,HUME FREEWAY,forward,HUME FREEWAY,M31,FW,"BENALLA, STRATHBOGIE",NORTH EASTERN,HUME (NORTH EAST),,,849,East,,BADDAGINNIE,,47F3,HUME FREEWAY,BADDAGINNIE,MANSFIELD ROAD,BENALLA,26/09/2012 23:10:44,10/12/2012 10:32:01,27/09/2012 15:08:16,27/09/2012 15:08:35,MIDPOINT
826,ERC006846,4973,ERC006846,Weather,inactive,Multiple trees over Princes Highway East  between Orbost and Cann River due to severe wind storm . Expect long delays as crews clear road,Traffic Alert,2510,"PRINCES FREEWAY EAST, PRINCES HIGHWAY EAST",forward,PRINCES HIGHWAY,A1,FW,EAST GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,557,NorthEast,,ORBOST,,86G3,IRVINES ROAD,ORBOST,HIGHWAY 1 TRACK,CANN RIVER,28/09/2012 11:46:20,10/12/2012 10:32:01,28/09/2012 14:24:22,28/09/2012 14:24:23,MIDPOINT
828,ERC005069,2623,ERC005069,Police Incident,inactive,Road blocked in both directions between Elizabeth Street and Queen Street due to a police incident.,Traffic Alert,,,forward,ABECKETT STREET,,MU,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"19, 57, 59, 68","220, 232",0,East,,MELBOURNE,43G7,78H6,ELIZABETH STREET,MELBOURNE,QUEEN STREET,MELBOURNE,04/07/2012 12:02:26,10/12/2012 10:32:00,04/07/2012 15:49:34,04/07/2012 15:49:35,MIDPOINT
829,ERC005090,2556,ERC005090,Vehicle Collision,inactive,Road closed in both directions between McMasters Road and Lake Bolac due to a crash.Emergency services are on site directing traffic.VicRoads advises drivers to allow extra time if travelling through the area.,Road Closed,2670,GLENELG HIGHWAY,forward,GLENELG HIGHWAY,B160,AH,ARARAT,WESTERN,GRAMPIANS (MID WEST),,,0,East,,LAKE BOLAC,,74F5,MCMASTERS ROAD,LAKE BOLAC,MURRAY ROAD,LAKE BOLAC,05/07/2012 08:36:28,10/12/2012 10:32:00,05/07/2012 12:25:12,05/07/2012 10:25:15,MIDPOINT
830,ERC005098,2491,ERC005098,Vehicle Collision,inactive,Police have advised that the road is blocked Wurundjeri Way and Collins Street due to a crash involving a truck.,Traffic Alert,,,forward,AURORA LANE,,MU,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"11, 31, 42, 48","235, 237, 238",0,NorthWest,,DOCKLANDS,43E10,78H7,COLLINS STREET,DOCKLANDS,COLLINS STREET,DOCKLANDS,05/07/2012 16:48:43,10/12/2012 10:32:00,05/07/2012 18:12:52,05/07/2012 18:12:53,MIDPOINT
831,ERC005450,2484,ERC005450,Vehicle Collision,inactive,Whitehorse Rd between High St and Hood st closed due to a collision. Emergency services onsite. VicRoads advise motorists to seek an alternate route.,Road Closed,2720,MAROONDAH HIGHWAY,forward,WHITEHORSE ROAD,,AH,WHITEHORSE,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),"109, 42","284, 315",0,West,,MONT ALBERT,46K9,79C7,WHITEHORSE ROAD,MONT ALBERT,HOOD STREET,MONT ALBERT,26/07/2012 21:40:03,10/12/2012 10:32:00,27/07/2012 06:03:53,27/07/2012 06:03:55,MIDPOINT
832,ERC005602,3703,ERC005602,Police Incident,inactive,Road has been reopened in both directions between Fitzgerald Road and Palmers Road.,Road Closed,,,forward,DOHERTYS ROAD,,MU,WYNDHAM,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"400, 417",0,West,,TRUGANINA,39D12,78E7,PALMERS ROAD,TRUGANINA,DOHERTYS ROAD,LAVERTON NORTH,03/08/2012 07:48:46,10/12/2012 10:32:01,03/08/2012 11:31:11,03/08/2012 11:17:09,MIDPOINT
833,ERC005734,3642,ERC005734,Police Incident,inactive,UPDATE: Yarra Trams report Route 96 Trams are running to Acland Street again. ,Road Closed,,,forward,ACLAND STREET,,MU,PORT PHILLIP,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"16, 79, 96",623,0,NorthWest,,ST KILDA,58A11,78H7,CARLISLE STREET,ST KILDA,ACLAND STREET,ST KILDA,10/08/2012 07:17:49,10/12/2012 10:32:01,10/08/2012 08:01:01,10/08/2012 07:46:16,MIDPOINT
834,ERC005795,3562,ERC005795,Vehicle Collision,inactive,"UPDATE: Police report that Lower Dandenong Road has reopened eastbound, westbound remains closed between Boundary Road and Woodlands Drive due to a collision. VicRoads and emergency services are on site and directing traffic. Drivers travelling through the area are advised to seek an alternate route.",All lanes closed westbound,2050,STATE (LOWER DANDENONG/CHELTENHAM) HIGHWAY,forward,LOWER DANDENONG ROAD,,AH,KINGSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"705, 811, 812",0,West,,BRAESIDE,88A7,79C9,BOUNDARY ROAD,BRAESIDE,WOODLANDS DRIVE,BRAESIDE,13/08/2012 14:37:53,10/12/2012 10:32:00,14/08/2012 07:40:41,14/08/2012 07:40:45,MIDPOINT
835,ERC005818,3565,ERC005818,Police Incident,inactive,UPDATE: Johnston Street has been reopened in both directions between Wellington Street and Smith Street after an earlier gas leak. Drivers are advised to allow extra time if travelling through the area  as heavy delays are still being experienced.,Road Closed,5853,JOHNSTON STREET,forward,JOHNSTON STREET,,AO,YARRA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),86,"200, 201, 203, 205, 207",0,West,,COLLINGWOOD,44B4,78H6,WELLINGTON STREET,COLLINGWOOD,SMITH STREET,COLLINGWOOD,14/08/2012 14:58:43,10/12/2012 10:32:00,14/08/2012 19:30:01,14/08/2012 18:31:01,MIDPOINT
836,ERC004830,2451,ERC004830,Flood,inactive,Rossiter Road closed due to flooding. (Local Traffic Only),Road Closed,5770,HEALESVILLE-KOO-WEE-RUP ROAD,forward,ROSSITER ROAD,C421,AO,CARDINIA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,KOO WEE RUP,,95J5,SOUTH GIPPSLAND HIGHWAY,KOO WEE RUP,SYBELLA AVENUE,KOO WEE RUP,23/06/2012 17:34:47,10/12/2012 10:32:00,24/06/2012 17:56:07,23/06/2012 17:33:47,MIDPOINT
837,ERC004870,2524,ERC004870,Flood,inactive,Road closed due to flood damage,Road Closed,,,forward,TAYLORS ROAD,,MU,DANDENONG,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,DANDENONG SOUTH,95G8,95E2,ABBOTTS ROAD,DANDENONG SOUTH,BAYLISS ROAD,DANDENONG SOUTH,25/06/2012 15:03:49,10/12/2012 10:32:00,06/07/2012 16:05:19,06/07/2012 16:05:20,MIDPOINT
838,ERC004865,2801,ERC004865,Flood,inactive,Road has been closed due to flood damage. ,Road Closed,,,forward,BAYLISS ROAD,,MU,DANDENONG,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,756,East,,DANDENONG SOUTH,95J12,95E2,TAYLORS ROAD,DANDENONG SOUTH,TAYLORS ROAD,DANDENONG SOUTH,25/06/2012 14:27:33,10/12/2012 10:32:00,06/07/2012 16:05:10,06/07/2012 16:05:12,MIDPOINT
839,ERC005254,2563,ERC005254,Police Incident,inactive,Road now open in both directions between Foster Street and McMillan Street after an earlier police incident.VicRoads advises drivers to allow extra time if travelling through the area.,Road Closed,2580,SOUTH GIPPSLAND HIGHWAY,forward,SOUTH GIPPSLAND HIGHWAY,A440,AH,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,0,South,,SALE,,99C3,YORK STREET,SALE,MCMILLAN STREET,SALE,13/07/2012 11:08:57,10/12/2012 10:32:00,13/07/2012 14:56:28,13/07/2012 14:26:29,MIDPOINT
841,ERC005513,3578,ERC005513,Road Damage,inactive,Moira shire advises road closure betwen Hays Road and Allerts Roads due to road damage.,Road Closed,,,forward,HENDYS ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,North,,KATUNGA,,32J2,HAYS ROAD,KATUNGA,ALLERTS ROAD,KATUNGA,30/07/2012 08:17:00,10/12/2012 10:32:00,10/08/2012 08:23:51,10/08/2012 08:08:52,MIDPOINT
842,ERC005679,3609,ERC005679,Debris,inactive,,Traffic Alert,,,forward,OLD HEALESVILLE ROAD,,MU,YARRA RANGES,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,NorthWest,,HEALESVILLE,268J10,79J4,SCHOOL LANE,TARRAWARRA,HOUGHTONS LANE,TARRAWARRA,08/08/2012 08:54:50,10/12/2012 10:32:01,08/08/2012 10:36:06,08/08/2012 10:36:14,MIDPOINT
843,ERC005841,3737,ERC005841,Police Incident,inactive,Road had been reopened. ,Road Closed,5106,CRAIGIEBURN ROAD,forward,CRAIGIEBURN ROAD,C722,AO,"WHITTLESEA, HUME",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,532,0,West,,WOLLERT,387C10,78H3,HUME FREEWAY,WOLLERT,HUME HIGHWAY,CRAIGIEBURN,15/08/2012 13:53:40,10/12/2012 10:32:01,15/08/2012 17:39:35,15/08/2012 16:42:16,MIDPOINT
844,ERC005868,3555,ERC005868,Emergency Incident,inactive,Metro Trains have reported traffic now able to travel across the tracks. ,Traffic Alert,,,forward,HOLMES ROAD,,MU,MOONEE VALLEY,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,467,0,East,,MOONEE PONDS,28H7,78G6,NEWHALL AVENUE,MOONEE PONDS,PUCKLE STREET,MOONEE PONDS,16/08/2012 09:32:25,10/12/2012 10:32:00,16/08/2012 17:36:06,16/08/2012 17:21:41,MIDPOINT
